,clean_text,category
7653,dar geye congress modi fear factor ,0.0
7654,owaisi brothers target narendra modi over pulwama terror attack chowkidar campaign ,0.0
7655,"“ 72000 every year the poorest families under the minimum income guarantee scheme” – just trying pull off 2014 stunt 2019 defeat inception much
",1.0
7656,how ironic when modi gives kisan minimum support free gas not socialism but minimum standards life,1.0
7657,modi took money from you gave ambani will bring that money and give you simple the poors heart ,0.0
7658,tell modi modi before and after taking food times day ,0.0
7659,never fear modi well knock your statue down soon,-1.0
7660,"maddy responded modi was viewed act goading
reply sweet not quote tweet
his value amongst them will corroding",1.0
7661,keep day dreaming you are sounding more like troll than writer that you like call yourself hatred for modi has affected your journalistic sense but anyways let’ talk may 23rd ,1.0
7662,after modis anyay 300000year this rahul anyay waiting the name god save india from these two ,0.0
7663,yes modi trying kill those poor farmers rahul trying increase their standards which automatically standardised india develop india rahul idea the only best way ,1.0
7664,javed akhtar could have called narendra modi producer sandip ssingh credit row entertainment news the indian express ,0.0
7665,modi’ 2019 campaign gets big boost swiss banks show india winning black money battle,1.0
7666,"middle class anyhow they will vote for modi
but what about poor",-1.0
7667,calm down officer and move abhinandan wapis hogiya modi and amit shah have successfully played their cards and your bjp gonna win this time,1.0
7668,"modi not merely name now represents the feelings common man its suppressed voices common exploited people the called elite and intellectuals big cities and big dynasties
plz vote this time",-1.0
7669,now has appreciated that has successfully delivered with and now every poor has bank account,1.0
7670,"the number people living below the poverty line india has reduced significantly around million which roughly total population compared 219 2011
modi hai mumkin hai ",1.0
7671,yes modi will back,0.0
7672,she bhakth followed modi nothing much talk about ,1.0
7673,this encouraged modi’ government targeting and demonising indian muslims modi creating dangerous precedent before the next general election setting the tone for india whose syncretic values and democratic principles are under threat must need stop ,-1.0
7674,modi wants cabinet with remote controll,1.0
7675,you think few thousand rupees most likely the amount you spend buying levis jeans going much for family 410 whose kids are severely malnourished that its going make them lazy you are privileged rahul aoc dont like them like modi,1.0
7676,modi announced you will sing praises not questioning ,0.0
7677,who made india become second fastest growing nation the world who improved indias education farming standard living people health sector whatever india became now happened that years modi just advertised himself chaiwala chowkidar,0.0
7678,she only loves when modi does ,0.0
7679,freedom expression during nehru era must see video truth about india now and then friends who defy modi for the heck must see the speaker from jnu ,0.0
7680,first understand what told nowhere campaigned for modi bjpits just awareness about our right vote and use itdont blame him for what didnt ,1.0
7681,the saddest thing that rahul may never his life possibly priyanka may become 2024 this election seems bjp sweep with modi not being the the vibes his life dont look too good perhaps rajnath jaitley,1.0
7682,basis this modi 2014 had said all these monies were brought back truck loads each the indians account can credited with rs15 lakh but the same was very cunningly twisted the opposition the fools are still parroting modi has cheated did not give money,-1.0
7683,think modi has launched many schemes then people will reply the same way with their vote shouldnt worry ☺,1.0
7684,"modi tried and invest lot unstable pakistan but failed now its our turn still not supporting khalistan
gorkhas
nexals etc etc",-1.0
7685,sanghis wont question modi they already know that lieing for election benefits only,0.0
7686,kashmiri song for this awesome too vibha saraf kailash kher duet song modi ,1.0
7687,congress party perhaps knows black money accounts where exists hidden 15lacs each indian congress now promising only 75000 not all 15lacs each indian why modi failed get 15lacs because money hide and seek game 70yrs ,-1.0
7688,congress has moved the defer the release the biopic prime minister narendra modi till the final phase voting the polls may ,0.0
7689,funny thing you have put stamp not that matters that modi ’ policies are working eradicate poverty the 2014 figure poorest poor was 11crore years crore have said bye bye dadi’ jumla “gareebe hatao “ and moved ,-1.0
7690,quick read maharashtra killed injured bus accident palghar modi expresses grief ,-1.0
7691,"saturday mysterious twitter handle @ stfuindianmedia started sharing video clips with the hash tag several congress leaders started tweeting videos spoofs mainstream media reportage the modi government’ claims
",0.0
7692,modi decides stand bangalore south will have positive effect for bjp many constituencies north rural central chikkaballapur tumkurkolar mysore,1.0
7693,then should give this time seat modi,0.0
7694,women are bearing the brunt job losses brought incompetent modis policies the million jobs lost 2018 million belonged women … … … … … … … ,-1.0
7695,sahi the hatred for modi has blinded them much,1.0
7696,have own ache din  why would modi give ache din ,1.0
7697,bhakts are making fun raga for his announcement give 6000 per month poor ppl can understand this baseless almost impossible but imagine modi had announced the same just amount would lac per month bhakts wouldve gone mad wah modi wah ,-1.0
7698,"️ govt withheld periodic labour force surveyplfs 20172018 report nssothese articles throw facts matter crore rural women over last six years missing national job market national male workforce shrinking
",-1.0
7699,nationalists every happy  deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs ,1.0
7700,will add another modi should years what generations couldn’ ,0.0
7701, achieve 300 old advani suitable candidate only about winning seat the name modi think the mps have serve their constituencies too think the very party tht support headed incapable decision makers who chucked him out for fun,1.0
7702,"dont believe congress honesty
and the cunning bjp too for that matter
theyre nothing but both faces the same coin
congress strategy will benefit modi
will again pappu become modi’ asset
whats the point attacking mamata comparing her modi
will didi forget",0.0
7703,"ace spinner ravichandran ashwin makes special request modi ahead 2019 lok sabha elections read here
",1.0
7704,india markets election tourism forget the taj mahal what about modi rally ,0.0
7705,rajasthan governor faces flak for pitching second term for narendra modi click here ,0.0
7706,brain and money totally anti modi,0.0
7707,tell this your devendra fadnavis and pmo india and narendra modi maharashtra even said narendra modi ordered strike you are also indirectly using this ,0.0
7708,first should thank modi for opening those bank accounts unless has plans for depositing that money into 5cr accounts which would get opened,1.0
7709,"
choose modi for hindustan betterment and rahul for entertainment ",0.0
7710,because knows clearly that will going loose election against modi ,1.0
7711,told the that film being made which biopic narendra modi the timing content and motive all political this just get mileage ahead this not artistic its violate the spirit constitution ,-1.0
7712,modi work hardly office but work very hard social media marketing propaganda etc works for about ,-1.0
7713,yeah bjp will less than seats 2019 and modi will lose varanasi and amit shah will lose gandhi nagar ,-1.0
7714,all the channels are bought the bjp why cant modi still hold press conference ,0.0
7715, lol everyone knows about modi kindly tell more about sonia where she born how was her childhood and etc etc,1.0
7716,last date for submitting retirement form 31st march,0.0
7717,dreaming and probably preying that bjp does not get majority and then feels will get support become knows there majority one would able replace modi,1.0
7718,bollywood which was once anti bjp being modified good luck trolling others well dont worry your message has reached all respect our present and future prime minister,1.0
7719,you want know what has done for democracy lets have what you asked for bhai zara inhe modi puri samjh deladki bhatak gayi hai ,0.0
7720,"rohit modi also announced 6000 per year farmers
what new this",1.0
7721,did show middle finger nothing happened then why this issue happened then needs stand cross roads and needs beaten desired the action this incident will show both ways ,1.0
7722,positive things are modi gadkari fadanvis while negative uddhav,-1.0
7723,6000 per monthisnt copying from modianyways sure pheku express gandhi family doesnt even know how the money will brought into the schemechunavi jumla,1.0
7724,the announcement nyay scheme rahul similar jumla like narendra modi gave gave deposit lac each account namo has idea about black money and raga has idea about poverty ,-1.0
7725,mrsminister year old muslim was killed mob modi bhakts sonbhadraup what pakistan seeks report from india this very disgusting shameless and thick skinned fellows,-1.0
7726,how much did you guys pay per person arrange this crowed this might modi’ visit,1.0
7727,nothing wrong anything modi zee does can start selling sabzi samosa from tomorrow kaam toh amit shah sambhal lenge,-1.0
7728,bcos pakistanis will vote for cong,0.0
7729,you your family have been looting all modi all are chowkidar see extract back from you all,0.0
7730,"lolzzz loved the sentence directly their account are actually praising modi there
anyway please share your calculations and the analysis just want see within what time frame thinking making india bankrupt ",1.0
7731,spooked the candidature antinational loudmouth leader and modis minister giriraj singh has refused contest from bihars begusarai ,0.0
7732,atleast not selling the dreams which cant fulfilled modi not promising lies like fraud masters from italy shame sumanth raman dare ask dear raul vinci about the scams his family did,-1.0
7733,modi failed provide national leadership stamping out crimes against women weaker section this will stop change coming ,-1.0
7734,very tough narendra modi legend player politics but please dont discuss about politics for already month every tension ind pak because politics thats ,-1.0
7735,ोी ी ा ॉ ै जनता े ैो े ीों ो ू ौीा ा ै े ू will the modi govt now save every defaulting crony capitalist out public funds this the new ‘modi model’ siphoning public funds ,1.0
7736,should resign and what feels his priorities,0.0
7737,modi has confidence integrity why not even one press confer yes why can’ debate cause ’ fraud character modi has character left wife stole mothers jewels ran away from home promised jobs lacs black  ,-1.0
7738,dada you are greatdont mine all bjp candidate winer lok sabha election 2019 phir modi sarkar,0.0
7739,sorry rahulbhaya looks like the bjp taking this time dony sad you may never become the india perhaps your sister 2024 things dont look good for modi though with the sword damocles hanging over him look out for jaitley and rajnath singh,-1.0
7740,"bro you still dont have answer for any the abuses hurled modi congress the moment question about rahul you come back with abusive language
ofcourse that precisely what can expect from people like you who support ",1.0
7741,she has received her share rs15 lacs that’ why she will continue posting such video until unless modi not kicked out renuka aunty has been also followed narendra modi twitter she proudly flaunts that well shame renuka aunty,1.0
7742,for sanghis just another thing add the list delightful views modi sexist ✔️ ,1.0
7743,"modi works for hours
kejriwal will work for hours modi ayushmaan bharat yojna for poor family ₹5lac insurance family year rahul will give poor people people ₹72000 year who bluff master akal lagao
",-1.0
7744,was census data 2011 that poverty was projected 21in 2014 bringing down poverty from 1968 garibi hatao 2014 was work congress not modi,-1.0
7745,modi seek reelection from varanasi for lok sabha polls 2019 via ,0.0
7746,and wondered why theres rise communal violence after 2014 education the key make any country move forward but modi course doesnt want why cuz everyone educated wouldnt the ,0.0
7747,will narendra modi and rahul gandhi contesting from the south make major difference ,1.0
7748,sahi baat hai jeetna modi sir hai pappus are actually here for mass entertainment,0.0
7749,and modi did neither,0.0
7750,this promised rahul not modi will game changer ,-1.0
7751,and the same section mediapoliticians cries modi polarising brother muslims can you see the hole picture now would you apologise indian muslims,0.0
7752,anything else left released before elections leaving stone unturned modi only and the party did some work fulfilled some promises,0.0
7753,you talk abt pulwama sir pulwama also suspicious attack also indiamany voices are raised also from india that this attack conducted modi get votes coming elections,0.0
7754,kashmir kanyakumari farooq abdulla stalin vision for country only vision defeat modi mahathugbandan,0.0
7755,bhallasaab with due apologies have not understood word what you said and you expect these poor chaps the road decipher all this and rahul gandhi knows this pretty well 2024 modi can come back and blame rahul for all indias ills instead nehru ,-1.0
7756,please help get the facts about tulsi out there read what her constituents know ,0.0
7757,india really dont who vote for back modi have rahul gandhi our ,1.0
7758,the the country but natural respond tweet such this turn and vote and even saying out and vote for modi what the problem free isnt that campaigning all about,1.0
7759,maddy does not report modi and most people from industry vociferously oppose the current dispensation and doesn’ have the freedom expression ,1.0
7760,what says correct modi honest people will vote for him due the track record and will remain for ever till wishes,1.0
7761,modi also say this scheme but not provided,0.0
7762,modi promised 6000 per year not 72000 you know simple math pls calculate load the government from where will get money this,0.0
7763,what your problem why jealous who are you object you people are disgusting ranting like your back fire since the time the actor responded modi jis appeal shame you,-1.0
7764,"join exciting and interesting event team modi program organised subhassingh jamadar
via namo app",1.0
7765,simple samachar opinion polls show modi ahead ,0.0
7766,looks like twitter gathering data people who are pro modi and creating too many honeytrap fake accounts guess people who follow these will have their twitter accounts deleted bjp cell need keep watch over these ,0.0
7767,the same context you also agree modi was pathological liar when promised 15lks every citizen run 2014 elections when you point someone don’ forget fingers point back you ,0.0
7768,why modi isnt campaigning when the first phase 15days away needs counter jumla rahul income for population,1.0
7769,appeal all indian voters the pooling booth enmass and dont purchased laughable promises the biggest challenge before save the nation from the visionless politicians country superior than own interest only modi,1.0
7770,yes right but bhakt cant stay quite they have problem with this also because they are habit aur seeing chowkidar narendra modi only,1.0
7771,modi campaign coimbatore ⚡swiss⚡ ,0.0
7772,"yes willmake sure nobody will vote for unskilled incapable man likemodi 
this was the biggest disaster our nation may awaits till then bhakts can keep tweeting",1.0
7773,lack propaganda was spread congress modi just indicated the estimation black money outside india ,-1.0
7774,shes nobody just desperately trying relevant and included the standup comedy brigades antimodi narrative looking the scenario being stand comedian apparently doesnt demand brains knowledge wisdom,-1.0
7775,nice video related the industries noida have generated multiple job opportunities for youth modi,1.0
7776,same question you and others party why dont you guys not highlighting own achievements always speaking about modi hai modi hai,1.0
7777,you really want right know follow will give you ways which modi has strengthened india each just min but you are pidi searching for 2bit fame modi bashing and bad mouthing his followers then also youll get what you deserve,-1.0
7778,"rs72000year × crore families lakh thousand crores year
girlsir need badminton court school
rahul gandhiwe dont have moneymodi has given all money ambani",0.0
7779,congress was 60yrs rule why farmers under loan why required waive loan modi cudn’ provide jobs but who made jobless 60yrs long mismanagement ,-1.0
7780,indians will not rest till modi removed from has done too much damage you can keep waiting for aache din ,1.0
7781,dont worry tere sare khate band jayenge modi wala bhi,0.0
7782,air india has decided roll back its boarding passes bearing photographs modi and gujarat vijay rupani after they came for criticism,0.0
7783,who made modi congressonia mamnmohan gandhi course pple india,0.0
7784,"whats wrong about just says abt program called vibrant gujarat which being inaugurated our narendra modi was wrong his governance will definitely lose the elections
why are you worried about even his photo ",-1.0
7785,“prime minister narendra modi gave india ‘majboot sarkar’ strong government strong government one which doesn’ have any helplessness everyone india knows who want helpless government now” deb said ,1.0
7786,phat gayi imran masood wanted behead modi,0.0
7787,please understand promising lakhs each crore people over the next five years not lakhs each billion people like modi did understands the difference between and ,1.0
7788,opened bank account under modi regime will valid ,0.0
7789,surprisingly has nothing against the congress and will say and anything against modi bhai kuch toh sharam karo ,1.0
7790,"you can that two ways uplifting the poor needs lot effort and fund changing the definition poverty line
modi used later one without spending one rupee ",-1.0
7791,there whataboutery here ’ perfevlctlt possible defeat modi elections has been proved other states and democracy thriving there fascism everyone has their right what they want and don’ need approvals whom support not,1.0
7792,every nri technically should love modi due his exceptional ability devaluing indian rupee the only nris that oppose modi are the ones that have conscience they are sad what india has become because arguably the worst india has ever had,-1.0
7793,will amend modi should have shown the intention the right thing years and that should have sufficed for reelection campaign indian voters have lot patience for actual results,1.0
7794,want modi dictator ,0.0
7795,modi vijay pathak gets the bjp ticket dhaurahra constituency will surely winbesides will prove asset you,1.0
7796,were you will promote this movie there cant better anti modi campaign than showing vivek oberoi screen modi ,1.0
7797,another level know the secret ,-1.0
7798,that logic the lacs every account promised modi 2014 was completely not feasible wonder why you didn’ correct him back then simple fact india race the populist bottom since one wants policy everyone wants outdo the other freebies,1.0
7799,places could chill for vacation ,0.0
7800,nirav modi rajat gupta leaked confidential board information and violated insider trading norms the real criminal was raj rajratnam,-1.0
7801,sells tshirt’ but wants 100’ millions unemployed indians sell pakoraonce again cheating indians how how many pakora have sell buy one tshirt who’ making the moneymodi,1.0
7802,"china welcomes friendly modikhan exchange pakistan national day china protects terrorist masood azhar who killed crpf jawans pulwama terrorist attack
china dont support india against the pakistans sponsored terrorism
vande mataram
jai hind",1.0
7803,guys another level know the secret ,-1.0
7804,wash your face first fact check that photo clean ganga isn’ just doctored ’ from 2012 ,1.0
7805,cut any way you like jet will not survive modi can not afford let jet fold his clock has postponed the inevitable until after the elections the expense the taxpayer,0.0
7806,could kickstart campaign from meerut march yogi upping the polarisarion tempo asks mathura why rld kept silent when samajwadi party got jat youths killed muzzafarnagar 2013 story ,-1.0
7807,someone should ask rahul that until 2014 during upa india did not had enough money buy even rafale aircraft badly needed during last years something must have changed for believe there enough money pay 72k everyone this infact acredition modi govt,-1.0
7808,represented the that there film being made narendra modi launched just few days before election its purpose political producers actor belong bjp director involved vibrant gujarat this violative all norms ,-1.0
7809,acting working under and ,0.0
7810,dont worry talking with prime ministers modi help you all pakistan girl ,0.0
7811,"would you allow your six years old daughter marry years old man
aishas father resisted the marriage first this sign that was not common marry off ones year old during that period
what your viewpoint ",1.0
7812,why are you obsessed with bjp modi insatiable desire see them defeated such tivity impulse support divide rule hindus the source for counterforces you understand the angst experience when see gyanvapi kashi yet you poke,-1.0
7813,doesnt look like modi  ,0.0
7814,"very true ’ april 2014 before the arrival modi now indians expecting lest one spot jump ————
india displaces japan become thirdlargest world economy terms ppp world bank via ",1.0
7815,but telling everyone use his name prefix before the actual name  ,0.0
7816,where modi promise lac ,0.0
7817,the biggest failure modi will addressing rural distress may cost him this election india shining want see which one will loose badly,-1.0
7818,cong the champion foe why afraid modi produce movie nehru fake gandhi dynasty release,-1.0
7819,redy meet india persistent modi ,0.0
7820,again congress doing something favour bjp modi supporter and dont want this movie get released ever vivek oberoi not bad actor but dsnt look good this character,1.0
7821,yah moditricks lielie lie confuse them ,0.0
7822,put kanhaiya against modi still kanhaiya will win miles consider debate between the two who will beat usain bolt,1.0
7823,thats all wow that less than what mms spent once more modi sarkar,1.0
7824,whats wrong about just says abt program called vibrant gujarat which being inaugurated our narendra modi was wrong his governance will definitely lose the elections are you afraid about even his photo lolso funny,-1.0
7825,the electioneering for gaining momentum the nda and nonnda neutral and antimodi alliances are calling alliances other than their own unholy unprincipled and opportunistic think each alliance right the exception almost rare,1.0
7826,yeh mamu chowkidar chor rs15 lakhs per account where gone all fake agenda from bjp and modi,-1.0
7827,what modi doing for vadra,0.0
7828,"before tweeting scheme will make people weak and this misuse taxpayers money your fav party have announced this recently its always better some research 
",1.0
7829,they spent yrs protecting modis scams lacs govt employees are not getting their salaries time shame these sanghis,-1.0
7830,how should give pakistani citizen without any valid proofs pakistan has asked for few questions governmnt which theu answer but nothing frm side just blame game one point modi threatens and expects give him whoever wants,-1.0
7831,better not respond them like other celebrities modi has urge different section socierty why they are targeting only request ignore this type sick mentality,-1.0
7832,dear pai the big how modi promised lakhs each 2014 was modinomics the found after years please wait for next years for your answer your questions,0.0
7833,this one the most practical move modi government modi hai mumkin hai vote for modiji lead nda only ,1.0
7834,was not but now total anti modi and hes the only option dont like the current govt policies congress coming out better with policies and addresses issues that are relevant pappu elected sure not one man show that think not bad,1.0
7835,"have become nation respondents mass stockholm syndrome has gripped our collective psyche dhimmitude our dna ever the hindus sikhs jains etc grow spine rest will come automatically
",0.0
7836,shut  modi promised lakhs our account where ,0.0
7837,like farmers waive off loans modi govt  freebies,0.0
7838,would not say supporting bjp crime but you support modi amit shah you are criminal front eyes,-1.0
7839,the country’ all institutions were compromised this tyrant modi’ brutal majority parliament,-1.0
7840,ehich bjp office bearer delhi has done that delhi bjp surviving just coz modi delhi,0.0
7841,"ethics pmahajanjo apne sasur bhala nahi kar sakawoh kya karegaover grab laws bizs
under gone from bad worseterrorshellingmartyrs doubled weak terror wloanswriteoffbiggest scam history",-1.0
7842,india markets election tourism forget the taj mahal what about modi rally ,0.0
7843,that means modi can transform chowkidar from chaiwala span yrs why should question his lakh promise,0.0
7844,dont worry will take care all the garibmodi includedwaise bhi woh bahut garib ghar seh hai,0.0
7845,"all the modi haters hate modi thats okay
but before voting for congress this gets implemented going cost more than lakh crores where will that money come from subsidize everything and the price falls upon you nutheads ",1.0
7846,would like know views 108 economists who were questioning modi govt rahuls they cant speak against this then they are just hypocrites and nothing else,0.0
7847,think this like the same thing that modi promised deliver lakh every indian account before 2014 elections from where gonna bring such big amount from his aloosona machine from the scams which the upa regime has done ,0.0
7848,not saying any that and can also see you sly tweeting about this conversation calling previligaed and all would like stop engaging here with modi his economically aggressive and propoor views but against ubi thank you,1.0
7849,boss they want fake they can anyway per guys who are anti modi good modi seen guys will say fake any data presented praises modi guys say its fake tomorrow nsso releases data favours bjp will say its fake ,-1.0
7850,and watch his speech said that said that about this aalosoda machine but never gave any proof when modi said this just his lie that haunting him like his lie about rafel going haunt him future12,0.0
7851,there one very valid reason for not correcting lakhs every account statement reason modi never made such statement this was doing given paid media and gullible ppl began repeating without once questioning the source,1.0
7852,make awareness how racist dividing has modi government been please preach the young minds vote for anyone but chor chowkidar,1.0
7853,have changed profile picture add strength the movement appeal each one you join prime minister modi shri this endeavour ,0.0
7854,"ofcourse modi will try and shift the narrative towards him again you cannot expect him sit back and just let rahul gandhi take all the headlines and momentum with him
bande narrative shift karne mein toh 2002 mein phd kar thi
",0.0
7855,modi can give 12lac crore adani ambani and his corporate masters then whats wrong rahul gandhi giving rs72000 poorest poor all indians shd well come this initiative ,-1.0
7856,"remember what rajiv gandhi said under cong rule only social benefits reached the poor was intended for the rest was siphoned off
thats why modi had the poor open bank accounts for direct transfer
what makes the difference one trusts anymore ",-1.0
7857,jokes apart the only minister modi regime who worked the peak for development many horizons hoping would face will think vote for bjp,1.0
7858,learn some manners live cultured country you know what modi did gujrat was banned enter into once but because some political benefit policy changed,1.0
7859,balanced one modis five years prove that sustained economic growth incompatible with toxic hindutva politics via ,1.0
7860,chor aur thug kuchh bhi bol sakte hain modi came and straight way got yoga international day cong cud not for decades ,1.0
7861,akbaruddin owaisi says will provide whistle hat chowkidar modi ,0.0
7862,true that lost frds bcz they supports modi fir toh mujhe toh akela jaunga,1.0
7863,"groundbreaking announcement shri indias poorest will recieve 72000 per year crore families crore people benefit from this
this landmark decision modi works for ambani works for india ",0.0
7864,yes this movie will more harm than good modi should banned,1.0
7865,why nobody questioned modi when promised lakhs every citizens account  all politicians are making false promises,-1.0
7866,"heres your answer black money recovery
",-1.0
7867,modi modi modi omg jaws are crushed instantly,-1.0
7868,the difference modi created wealth and giving people looted indias wealth and trying distribute wealth created modi and trying take credit cheap stuff ,1.0
7869,what has modi given done ,0.0
7870,true that everyone race the populist bottom false when say modi promised lac help with the video where modi promised 15lac each account similar what rahul promised today,-1.0
7871,congress pidis disclose wealth both narendra modi and your pappu,0.0
7872,what else can expect moron like him now blind opposed modi that even can not differentiate what right wrong ,-1.0
7873,arun jaitley suggested that there was despondency the congress with many leaders wishing quit because rahul gandhi’ leadership ,1.0
7874,author encyclopedia siter bbc cnn right saying modi divides ,1.0
7875,yes indeed and the nation going have modi sarkar again any doubt,0.0
7876,modi already achieved ,0.0
7877,"pappu chor hai even scared this thought what pappu becomes next 
stay sharp and smart and pls vote modi desh bachao pappu bhagaoo ",1.0
7878,did you cry about modis unviable idea giving lakh every indians account still promising only 72000year and only people not earning even that,1.0
7879,modi come and contest bangalore win for you and the world will looks bangalore and bangalore sounds international level,1.0
7880,let see how analyse have seen his video modi scheme now let see this completely impossible india budget lakh crore hai pta kaise ayega ,-1.0
7881,doesn’ believe facts famous for hide ,1.0
7882,think because his reply modis tweet,0.0
7883,there any1 thinks modi needs again actually had good market strategy bcz hes only person who sold his sentences only which nobody can think ,1.0
7884,selling tshirts his team selling ,0.0
7885,while others believe provide people with amenities free cost narendra modi believes empowering the people such way that they would able afford such amenities their own without depending others ,1.0
7886,boarding pass issued air india with pictures prime minister narendra modi and gujarat chief minister vijay rupani has come under criticism days after the pms photo railway tickets created furore pti ,0.0
7887,actually goes like this once election rally said that there much black money stashed abroad that brought back each person wld get lakhs their accountso from there they hav picked lakh rupees ,-1.0
7888,would just modernism modi one will notice you know that they are all into simple squares and squiggles for art these days americas contribution culture,0.0
7889,but than what bjp leaders claiming that said this this more worse than his liend every leader said these type things even modi also which than called jumlaas,1.0
7890,modi govt has generated more than enough money the last 5yrs for this ್ೇ ,1.0
7891,sohere the update paise aane rhetoh modi aur unki paltan paise walo dosti aur khud kaam bnya aur unka kaam kiya did chokidaari the higher class not the poor middle one ,-1.0
7892,"one statement can win this election without any campaign mukesh bhai announce
“ modi then jio” will removed from everywhere
",1.0
7893,you accept that modi government has crores poor ppl new india another jumla from modi and ,-1.0
7894,will given crore poor family this means lakhs crore required you know what the month budget india the promised amount more than the monthly budget india common use some logic before calling everyone modi bhakt really educated doubt,0.0
7895,"please one statement can win this election without any campaign you announce
“ modi then jio” will removed from everywhere
",1.0
7896,yeah your grandma started the war poverty and all the time your party was power where was your assault poverty then and from your end its more like nyayfor congress meaning for your family recover the losses you must have made during modi rule,1.0
7897,like modi replies with love letters,1.0
7898,this real fact that chowkidar narendra modi the best option for next prime minister against sri narendra modi not then you can another planet for your searching ,1.0
7899,great your innocent mind sees conflict interest the using his good offices make people believe you are his messenger asking your followers vote for gee don’ know who modi meaning could anyone but him ’ still trying figure,1.0
7900,please enlighten about your plan how you intend fund such ambitious scheme did you even bother list down the consequences that this scheme would have come with viable plan and will surely vote for you until then its modi because ,1.0
7901,his point simple modi urged him tell people for vote and responsible citizen agreedwhats hard understand ‍♂️,-1.0
7902,yes bebeh thats really important now even making aware that can choose the best modi once more  ,1.0
7903,congress plans mega opposition defeat brand modis bjp the upcomin via ,0.0
7904,they might frm nirav modi,0.0
7905,india cleric were hindu would have given ministry women and child development modi,0.0
7906,ravichandran ashwin tweets request modi ipl season cant you sacrifice one match cast your vote guess money matters more ,1.0
7907,seems like dhume now ready give another years ,1.0
7908,"was who was saying how can self respecting woman
now see here woman singing praise modi there woman life charles shobraj too ready marry him while jail woman cost benefit analysis
everything not sanity love ",1.0
7909,but waiving off lakhs crores crony capitalists good for economy right also giving thousands crores mallya nirav modi must have been national interest paying 1600 crore for 500 crore rafale too saved indian money,1.0
7910,thats why mulla modi anti hindu didnt appoint shree lal krishna adavani president india bcos from upper class hindu may not have passed the bills against upper class hindus like ,0.0
7911,"the bjp leader has been expelled from the party for six years directions the bjp state president
",0.0
7912,this offer for pakistanwe indians are happy with what ever are getting today government and modi ,1.0
7913,completely against farm loan waiver since disturb loan and credit discipline for the any financial system but modis mistaks doesnt allow take insane decision this desperate politics ,-1.0
7914,the truth comes out and nation can see the hidden and visible development work modi government,-1.0
7915,all schemes modi good than why defeat under leadershipdont overconfident this time otherwise you yourself cant win frm jabalpur polite meet people listen them carefullythis friendly advice youoverconfident candidates going loose this time,1.0
7916,dear modi sir along with family your copaingn and trying bring some more family your support but prifixing chowkidar before name not possible tks,1.0
7917,not problem all anusha one please read the context two the request came from modis personal handle not pmo handle there difference,0.0
7918,pls give evidence that modi will give lakh everyone the journalists should tell the truth,0.0
7919,headlines 250319 filing nominations for the first phase lok sabha elections ends today prime minister narendra modi urges voters across the country vote relief for robert vadra from delhi ,1.0
7920,never thought triangle really but think about how modi freebie more exciting,1.0
7921,"another civilization biting the dust
",0.0
7922,delighted participate autokoottam organised the intuc auto rickshaw drivers manaveeyam veedhi the rage against modi strongest among the working classes whose back has broken through exorbitant fuel prices and demonetisation ,1.0
7923,"how much did get paid tweet this
save what little dignity have stay out politics psjai ’mon dude seriously ain’ gonna get paid say ’ trying say modi jai ’ jai hind the way",-1.0
7924,air india boarding pass with modi’ photo kicks row later airline withdraws ,0.0
7925,constitutional positions have become joke modi raj,0.0
7926,modi what special about this chowkidari that you are spending millions and trillions rupees get this post nation wants know ,1.0
7927,"350000 crore
this the amount debt waived modi for just 1520 super rich farmers stf",1.0
7928,"see how pissed off with modi rnthat doesnt give any shit what sayingbro use some credible things your speeches these things will never let you win any lok sabha seat
modi tum sab baap hai baap",1.0
7929,hard working who jumla modi ,-1.0
7930,read the second part tweet you will bully people who campaign for narendra modi the contestant that how democracy works,0.0
7931,"yes will vote for educated leader not chaiwala andpah who destroys the economy
abki baar modi berozgaar",0.0
7932,shashikant dont need your guidance what and what not know one thing chownkidaar modi helpful only big guns like ambani adani and ramdev bla bla,0.0
7933,cong has always delivered whatever promised biggest gift food security rti rte,0.0
7934,tim draper could you also plz urge the indian prime minister narendra modi adopt boost the indian economy our leaders lack vision clarity the understanding indian economy ,0.0
7935,"you make good point indian voter too hooked getting free stuff from the govt and that bjpmodi are not conservativenobody indian electoral system heres how counter cong focus their state govts poor record
",1.0
7936,air india has decided withdraw the boarding passes with photographs prime minister narendra modi and gujarat chief minister after passenger complained about monday saying was violation the model code conduct ,-1.0
7937,that was far better than the promises made modi even they applied partial loam waiving,1.0
7938,but then again giving out insurance scheme for the whole country with absolutely allocation the budget can agree the fact that may the gandhi scion modi this country run optics and nothing with substance,1.0
7939,sir hearty advance congratulations for winning victory 23rd maywe want you again again bjp front foot leaderwe are very grateful with your work ghar ghar modi baar baar modijai hind sirbharat mata kijai,1.0
7940,yes after swamys defeat the hands modi your latest cartoon have lost trust you,1.0
7941,because modi the prime minister ,0.0
7942,where was this concern when modi jis friends got loan waiver ₹315 lakh crore whose money was that dont wreck your brains over finance and economics and sell few tshirts please,-1.0
7943,travelling this week and the next looking forward vivek oberoistarrer modis biopic btw did smile you was still that ghar mein ghus maarenge mode ,1.0
7944,amidst all this screaming opposition parties for long years not even once video clip modis such promise was circulated any one from the opposition how can they without such promise present that election campaign they know they will fall flat their face,-1.0
